Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2017;30,7
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2016;30,6
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2015;31,6
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2023;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2022;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2021;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2020;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2019;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2018;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2017;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2016;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Distribución de la renta P80/P20;2015;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2023;27,2
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2022;27,1
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2021;28,5
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2020;29,1
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2019;30
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2018;29,8
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2017;31,4
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2016;34
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Índice de Gini;2015;34,3
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2023;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2022;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2021;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2020;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2019;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2018;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2017;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2016;3,3
29067 Málaga;2906708 Málaga distrito 08;2906708049 Málaga sección 08049;Distribución de la renta P80/P20;2015;3,1
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2023;33,1
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2022;33,6
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2021;37,4
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2020;39,1
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2019;43
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2018;44,3
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2017;42,7
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2016;42,3
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Índice de Gini;2015;43,2
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2023;3
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2022;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2021;3,4
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2020;3,7
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2019;4,6
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2018;4,8
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2017;3,9
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2016;3,6
29067 Málaga;2906708 Málaga distrito 08;2906708050 Málaga sección 08050;Distribución de la renta P80/P20;2015;5
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2023;25,1
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2022;25,2
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2021;25,2
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2020;24,8
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2019;24,9
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2018;25,9
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2017;26,6
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2016;27,4
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Índice de Gini;2015;27,8
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2023;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2022;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2021;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2020;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2019;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2018;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2017;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2016;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708051 Málaga sección 08051;Distribución de la renta P80/P20;2015;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2023;28,9
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2022;29,5
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2021;29,1
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2020;30,1
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2019;28,6
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2018;28,7
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2017;30,8
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2016;31,9
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Índice de Gini;2015;32,4
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2023;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2022;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2021;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2020;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2019;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2018;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2017;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2016;3
29067 Málaga;2906708 Málaga distrito 08;2906708052 Málaga sección 08052;Distribución de la renta P80/P20;2015;2,9
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2023;22,4
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2022;24,2
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2021;24,5
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2020;25,5
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2019;25,1
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2018;24,3
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2017;25,3
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2016;27,9
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Índice de Gini;2015;28,2
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2023;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2022;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2021;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2020;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2019;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2018;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2017;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2016;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708053 Málaga sección 08053;Distribución de la renta P80/P20;2015;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2023;26
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2022;27,5
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2021;27,6
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2020;29,1
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2019;28,8
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2018;29,9
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2017;31
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2016;31,9
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Índice de Gini;2015;32,4
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2023;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2022;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2021;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2020;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2019;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2018;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2017;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2016;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708054 Málaga sección 08054;Distribución de la renta P80/P20;2015;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2023;26,5
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2022;27,7
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2021;26,4
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2020;26,8
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2019;26,9
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2018;27,3
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2017;28,7
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2016;28,7
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Índice de Gini;2015;30,4
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2023;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2022;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2021;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2020;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2019;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2018;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2017;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2016;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708055 Málaga sección 08055;Distribución de la renta P80/P20;2015;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2023;24,7
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2022;26,8
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2021;26,5
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2020;27,8
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2019;26,2
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2018;26,9
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2017;27,9
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2016;29,3
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Índice de Gini;2015;28,8
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Distribución de la renta P80/P20;2023;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Distribución de la renta P80/P20;2022;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Distribución de la renta P80/P20;2021;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Distribución de la renta P80/P20;2020;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Distribución de la renta P80/P20;2019;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Distribución de la renta P80/P20;2018;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708056 Málaga sección 08056;Distribución de la renta P80/P20;2017;2,3
