Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por persona;2021;13.318
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por persona;2020;12.571
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por persona;2019;12.330
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por persona;2018;11.687
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por persona;2017;11.204
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por persona;2016;10.820
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por persona;2015;10.421
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2023;44.394
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2022;40.901
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2021;39.594
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2020;37.802
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2019;37.079
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2018;34.770
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2017;33.196
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2016;31.935
29067 Málaga;2906708 Málaga distrito 08;2906708069 Málaga sección 08069;Renta neta media por hogar;2015;30.720
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2023;15.129
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2022;14.114
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2021;13.460
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2020;13.476
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2019;13.072
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2018;12.474
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2017;11.771
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2016;11.521
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por persona;2015;11.155
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2023;41.781
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2022;38.914
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2021;37.838
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2020;37.048
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2019;36.080
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2018;34.270
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2017;32.188
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2016;32.139
29067 Málaga;2906708 Málaga distrito 08;2906708070 Málaga sección 08070;Renta neta media por hogar;2015;30.641
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2023;19.929
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2022;17.612
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2021;16.650
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2020;15.731
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por persona;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2023;54.359
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2022;48.226
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2021;47.048
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2020;45.311
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708071 Málaga sección 08071;Renta neta media por hogar;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2023;10.878
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2022;9.627
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2021;8.946
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2020;8.524
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por persona;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2023;29.321
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2022;26.337
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2021;24.369
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2020;23.014
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708072 Málaga sección 08072;Renta neta media por hogar;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2023;10.816
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2022;9.961
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2021;9.235
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2020;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por persona;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2023;30.715
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2022;28.159
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2021;26.266
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2020;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708073 Málaga sección 08073;Renta neta media por hogar;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2023;14.109
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2022;12.645
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2021;12.142
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2020;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por persona;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2023;43.767
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2022;39.460
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2021;37.638
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2020;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708074 Málaga sección 08074;Renta neta media por hogar;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2023;16.854
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2022;15.735
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2021;15.017
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2020;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por persona;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2023;46.913
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2022;44.663
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2021;42.457
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2020;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708075 Málaga sección 08075;Renta neta media por hogar;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2023;17.796
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2022;16.798
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2021;15.788
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2020;""
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2019;""
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2018;""
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2017;""
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2016;""
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por persona;2015;""
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por hogar;2023;48.290
29067 Málaga;2906708 Málaga distrito 08;2906708076 Málaga sección 08076;Renta neta media por hogar;2022;45.278
